Name,Ingredients
The Evil Blue Thing ,"['1 1/2 oz  Creme de Cacao', '1 oz  Blue Curacao', '1/2 oz  Light rum', '1 1/2 oz  Creme de Cacao', '1 oz  Blue Curacao', '1/2 oz  Light rum']"
The Galah ,"['1 shot Dark Rum', '1 shot Campari', '1/2 shot Creme De Banane', 'Top Pineapple Juice', 'Top Lime Juice', '1 shot Dark Rum', '1 shot Campari', '1/2 shot Creme De Banane', 'Top Pineapple Juice', 'Top Lime Juice']"
The Jimmy Conway ,"['50 ml Irish Whiskey', '50 ml Amaretto', '4 oz Cranberry Juice', '50 ml Irish Whiskey', '50 ml Amaretto', '4 oz Cranberry Juice']"
The Last Word ,"['1 oz Green Chartreuse', '1 oz Maraschino Liqueur', '1 oz Lime Juice', '1 oz Gin', '1 oz Green Chartreuse', '1 oz Maraschino Liqueur', '1 oz Lime Juice', '1 oz Gin']"
The Laverstoke ,"['50 ml Gin', '15 ml Elderflower cordial', '15 ml Rosso Vermouth', '75 ml Tonic Water', '2 Wedges Lime', '1 Slice Ginger', '1 Large Sprig Mint', '50 ml Gin', '15 ml Elderflower cordial', '15 ml Rosso Vermouth', '75 ml Tonic Water', '2 Wedges Lime', '1 Slice Ginger', '1 Large Sprig Mint']"
The Philosopher ,"['1 shot Gin', '1 shot Melon Liqueur', '1 dash Orange Bitters', '1 dash Lemon Juice', 'Top Prosecco', '1 shot Gin', '1 shot Melon Liqueur', '1 dash Orange Bitters', '1 dash Lemon Juice', 'Top Prosecco']"
The Strange Weaver ,"['1 oz Light Rum', '1 oz Gin', '0.75 oz Sweet Vermouth', '0.75 oz Campari', 'Dash Lemon Juice', 'Dash Orgeat Syrup', 'Garnish with Orange Peel', '1 oz Light Rum', '1 oz Gin', '0.75 oz Sweet Vermouth', '0.75 oz Campari', 'Dash Lemon Juice', 'Dash Orgeat Syrup', 'Garnish with Orange Peel']"
Thriller ,"['1 1/2 oz  Scotch', '1 oz Green Ginger  Wine', '1 oz  Orange juice', '1 1/2 oz  Scotch', '1 oz Green Ginger  Wine', '1 oz  Orange juice']"
Tia-Maria ,"['1 cup  Water', '3/4-1 cup  Brown sugar', '4 tsp  Coffee', '1 cup  Rum', '4 tsp  Vanilla extract', '1 cup  Water', '3/4-1 cup  Brown sugar', '4 tsp  Coffee', '1 cup  Rum', '4 tsp  Vanilla extract']"
Tipperary ,"['2 oz Irish Whiskey', '1 oz Sweet Vermouth', '1/2 oz Green Chartreuse', '2 oz Irish Whiskey', '1 oz Sweet Vermouth', '1/2 oz Green Chartreuse']"
Tom Collins ,"['2 oz  Gin', '1 oz  Lemon juice', '1 tsp superfine  Sugar', '3 oz  Club soda', '1  Maraschino cherry', '1  Orange', '2 oz  Gin', '1 oz  Lemon juice', '1 tsp superfine  Sugar', '3 oz  Club soda', '1  Maraschino cherry', '1  Orange']"
Tomato Tang ,"['2 cups  Tomato juice', '1-2 tblsp  Lemon juice', '1 dash  Celery salt', '2 cups  Tomato juice', '1-2 tblsp  Lemon juice', '1 dash  Celery salt']"
Tommy's Margarita ,"['4.5 cl Tequila', '1.5 cl Lime Juice', '2 spoons Agave syrup', '4.5 cl Tequila', '1.5 cl Lime Juice', '2 spoons Agave syrup']"
Turf Cocktail ,"['1 oz  Dry Vermouth', '1 oz  Gin', '1/4 tsp  Anis', '2 dashes  Bitters', 'Twist of  Orange peel', '1 oz  Dry Vermouth', '1 oz  Gin', '1/4 tsp  Anis', '2 dashes  Bitters', 'Twist of  Orange peel']"
Turkeyball ,"['1 oz  Wild Turkey', '3/4 oz  Amaretto', '1 splash  Pineapple juice', '1 oz  Wild Turkey', '3/4 oz  Amaretto', '1 splash  Pineapple juice']"
Tuxedo Cocktail ,"['1 1/2 oz  Dry Vermouth', '1 1/2 oz  Gin', '1/4 tsp  Maraschino liqueur', '1/4 tsp  Anis', '2 dashes  Orange bitters', '1  Cherry', '1 1/2 oz  Dry Vermouth', '1 1/2 oz  Gin', '1/4 tsp  Maraschino liqueur', '1/4 tsp  Anis', '2 dashes  Orange bitters', '1  Cherry']"
Valencia Cocktail ,"['1 1/2 oz  Apricot brandy', '1 tblsp  Orange juice', '2 dashes  Orange bitters', '1 1/2 oz  Apricot brandy', '1 tblsp  Orange juice', '2 dashes  Orange bitters']"
Vampiro ,"['6 cl Tequila', '3 cl Tomato Juice', '3 cl Orange Juice', '1.5 cl Lime Juice', '1 dash Sugar Syrup', '1 pinch Salt', '6 cl Tequila', '3 cl Tomato Juice', '3 cl Orange Juice', '1.5 cl Lime Juice', '1 dash Sugar Syrup', '1 pinch Salt']"
Van Vleet ,"['3 oz  Light rum', '1 oz  Maple syrup', '1 oz  Lemon juice', '3 oz  Light rum', '1 oz  Maple syrup', '1 oz  Lemon juice']"
Vermouth Cassis ,"['1 1/2 oz  Dry Vermouth', '3/4 oz  Creme de Cassis', ' Carbonated water', '1 1/2 oz  Dry Vermouth', '3/4 oz  Creme de Cassis', ' Carbonated water']"
Vesper ,"['6 cl Gin', '1.5 cl Vodka', '0.75 cl Lillet Blanc', '6 cl Gin', '1.5 cl Vodka', '0.75 cl Lillet Blanc']"
Vesuvio ,"['1 oz  Light rum', '1/2 oz  Sweet Vermouth', 'Juice of 1/2  Lemon', '1 tsp  Powdered sugar', '1  Egg white', '1 oz  Light rum', '1/2 oz  Sweet Vermouth', 'Juice of 1/2  Lemon', '1 tsp  Powdered sugar', '1  Egg white']"
Veteran ,"['2 oz  Dark rum', '1/2 oz  Cherry brandy', '2 oz  Dark rum', '1/2 oz  Cherry brandy']"
Victor ,"['1 1/2 oz  Gin', '1/2 oz  Sweet Vermouth', '1/2 oz  Brandy', '1 1/2 oz  Gin', '1/2 oz  Sweet Vermouth', '1/2 oz  Brandy']"
Victory Collins ,"['1 1/2 oz  Vodka', '3 oz  Lemon juice', '3 oz unsweetened  Grape juice', '1 tsp  Powdered sugar', '1 slice  Orange', '1 1/2 oz  Vodka', '3 oz  Lemon juice', '3 oz unsweetened  Grape juice', '1 tsp  Powdered sugar', '1 slice  Orange']"
Vodka And Tonic ,"['2 oz  Vodka', ' Tonic water', '2 oz  Vodka', ' Tonic water']"
Vodka Fizz ,"['2 oz  Vodka', '2 oz  Half-and-half', '2 oz  Limeade', ' Ice', ' Nutmeg', '2 oz  Vodka', '2 oz  Half-and-half', '2 oz  Limeade', ' Ice', ' Nutmeg']"
Vodka Lemon ,"['5 cl Vodka', '7 cl Lemon Juice', '1 Slice Lemon Peel', 'cubes Ice', '5 cl Vodka', '7 cl Lemon Juice', '1 Slice Lemon Peel', 'cubes Ice']"
Vodka Martini ,"['1 1/2 oz  Vodka', '3/4 oz  Dry Vermouth', '1  Olive', '1 1/2 oz  Vodka', '3/4 oz  Dry Vermouth', '1  Olive']"
Vodka Russian ,"['2 oz  Vodka', ' Schweppes Russchian', '2 oz  Vodka', ' Schweppes Russchian']"
Vodka Slime ,"['1 cup Sprite', '1/2 shot Lime Juice', '1 1/2 shot Vodka', '1 cup Sprite', '1/2 shot Lime Juice', '1 1/2 shot Vodka']"
Vodka Tonic ,"['4 cl Vodka', '10 cl Tonic Water', '1 Slice Lemon Peel', '4 cl Vodka', '10 cl Tonic Water', '1 Slice Lemon Peel']"
Waikiki Beachcomber ,"['3/4 oz  Triple sec', '3/4 oz  Gin', '1 tblsp  Pineapple juice', '3/4 oz  Triple sec', '3/4 oz  Gin', '1 tblsp  Pineapple juice']"
Whiskey Sour ,"['2 oz  Blended whiskey', 'Juice of 1/2  Lemon', '1/2 tsp  Powdered sugar', '1  Cherry', '1/2 slice  Lemon', '2 oz  Blended whiskey', 'Juice of 1/2  Lemon', '1/2 tsp  Powdered sugar', '1  Cherry', '1/2 slice  Lemon']"
Whisky Mac ,"['1 1/2 oz  Scotch', '1 oz Green Ginger  Wine', '1 1/2 oz  Scotch', '1 oz Green Ginger  Wine']"
White Lady ,"['4cl Gin', '3cl Triple Sec', '2cl Lemon Juice', '4cl Gin', '3cl Triple Sec', '2cl Lemon Juice']"
White Russian ,"['2 oz  Vodka', '1 oz  Coffee liqueur', ' Light cream', '2 oz  Vodka', '1 oz  Coffee liqueur', ' Light cream']"
White Wine Sangria ,"['1 Lime', '1 lemon', '750 ml White Wine', '1 cup Strawberries', '1 cup Apple', '3 shots Apple Brandy', 'Top Soda Water', '1 Lime', '1 lemon', '750 ml White Wine', '1 cup Strawberries', '1 cup Apple', '3 shots Apple Brandy', 'Top Soda Water']"
Whitecap Margarita ,"['1 cup  Ice', '2 oz  Tequila', '1/4 cup  Cream of coconut', '3 tblsp fresh  Lime juice', '1 cup  Ice', '2 oz  Tequila', '1/4 cup  Cream of coconut', '3 tblsp fresh  Lime juice']"
Wine Cooler ,"['2 oz white or  Red wine', '5 oz  Lemon-lime soda', 'cubes Ice', '2 oz white or  Red wine', '5 oz  Lemon-lime soda', 'cubes Ice']"
Wine Punch ,"['1 bottle  Red wine', '2  Lemon', '1 cup  Orange juice', '3  Orange', '1 cup  Pineapple juice', '1 bottle  Red wine', '2  Lemon', '1 cup  Orange juice', '3  Orange', '1 cup  Pineapple juice']"
Winter Paloma ,"['2 shots Tequila', 'Top Grapefruit Juice', 'Juice of 1 Lime Juice', '1 tsp Agave Syrup', 'Dash Pepper', '2 shots Tequila', 'Top Grapefruit Juice', 'Juice of 1 Lime Juice', '1 tsp Agave Syrup', 'Dash Pepper']"
Winter Rita ,"['1 2/3 oz Tequila', '1/4 oz Campari', '3/4 oz Lime Juice', '1/2 oz Orange Juice', '1/2 oz Rosemary Syrup', 'Dash Salt', '1 2/3 oz Tequila', '1/4 oz Campari', '3/4 oz Lime Juice', '1/2 oz Orange Juice', '1/2 oz Rosemary Syrup', 'Dash Salt']"
Yellow Bird ,"['3 cl White Rum', '1.5 cl Galliano', '1.5 cl Triple Sec', '1.5 cl Lime Juice', '3 cl White Rum', '1.5 cl Galliano', '1.5 cl Triple Sec', '1.5 cl Lime Juice']"
Yoghurt Cooler ,"['1 cup  Yoghurt', '1 cup  Fruit', ' Ice', '1 cup  Yoghurt', '1 cup  Fruit', ' Ice']"
Zambeer ,"['1 1/2 oz  Sambuca', 'Add 10 oz  Root beer', 'cubes Ice', '1 1/2 oz  Sambuca', 'Add 10 oz  Root beer', 'cubes Ice']"
Zenmeister ,"['1/2 oz  Jägermeister', '1/2 oz  Root beer', '1/2 oz  Jägermeister', '1/2 oz  Root beer']"
Ziemes Martini Apfelsaft ,"['4 cl  Vermouth', '16 cl  Apple juice', '4 cl  Vermouth', '16 cl  Apple juice']"
Zima Blaster ,"['12 oz  Zima', '3 oz  Chambord raspberry liqueur', '12 oz  Zima', '3 oz  Chambord raspberry liqueur']"
Zimadori Zinger ,"['1.5 oz  Midori melon liqueur', '12 oz  Zima', '1.5 oz  Midori melon liqueur', '12 oz  Zima']"
Zinger ,"['4 shots  Peachtree schnapps', '4 shots  Surge', '4 shots  Peachtree schnapps', '4 shots  Surge']"
Zipperhead ,"['1 shot  Chambord raspberry liqueur', '1 shot  Vodka', 'Fill with  Soda water', '1 shot  Chambord raspberry liqueur', '1 shot  Vodka', 'Fill with  Soda water']"
Zippy's Revenge ,"['2 oz  Amaretto', '2 oz  Rum', '4 oz Grape  Kool-Aid', '2 oz  Amaretto', '2 oz  Rum', '4 oz Grape  Kool-Aid']"
Zizi Coin-coin ,"['5 cl  Cointreau', '2 cl  Lemon juice', 'cubes Ice', ' or lime\n Lemon', '5 cl  Cointreau', '2 cl  Lemon juice', 'cubes Ice', ' or lime\n Lemon']"
Zoksel ,"[' Beer', ' Root beer', ' Lemonade', ' slice\n Coca-Cola', ' 7-Up', ' Creme de Cassis', ' Lemon', ' Beer', ' Root beer', ' Lemonade', ' slice\n Coca-Cola', ' 7-Up', ' Creme de Cassis', ' Lemon']"
Zombie ,"['1 1/2 oz Rum', '1 1/2 oz Gold rum', '1 oz 151 proof rum', '1 tsp Pernod', '1 tsp Grenadine', '1 tsp Lime Juice', '1 drop Angostura Bitters', '1 1/2 oz Rum', '1 1/2 oz Gold rum', '1 oz 151 proof rum', '1 tsp Pernod', '1 tsp Grenadine', '1 tsp Lime Juice', '1 drop Angostura Bitters']"
Zorbatini ,"['1 1/4 oz Stoli  Vodka', '1/4 oz  Ouzo', '1 1/4 oz Stoli  Vodka', '1/4 oz  Ouzo']"
Zorro ,"['2 cl  Sambuca', '2 cl  Baileys irish cream', '2 cl  White Creme de Menthe', '2 cl  Sambuca', '2 cl  Baileys irish cream', '2 cl  White Creme de Menthe']"
